,home,distance,type,assisted,result
757,0,26,3-pt jump shot,0,0
758,0,23,3-pt jump shot,1,1
759,0,2,2-pt dunk,1,1
760,0,19,2-pt jump shot,1,1
761,0,23,3-pt jump shot,0,0
762,0,2,2-pt layup,0,0
763,0,13,2-pt jump shot,0,1
764,0,0,2-pt layup,0,1
765,0,1,2-pt layup,1,1
766,0,1,2-pt dunk,0,0
767,0,7,2-pt jump shot,0,0
768,0,9,2-pt jump shot,0,0
769,0,18,2-pt jump shot,0,0
770,0,2,2-pt dunk,1,1
771,0,3,2-pt layup,0,1
772,0,23,3-pt jump shot,0,0
773,0,11,2-pt jump shot,0,0
774,0,14,2-pt jump shot,0,0
775,0,10,2-pt jump shot,0,0
776,0,11,2-pt jump shot,0,0
777,0,11,2-pt jump shot,0,1
778,0,8,2-pt jump shot,0,1
779,0,18,2-pt jump shot,0,0
780,0,16,2-pt jump shot,0,1
781,0,8,2-pt jump shot,0,1
782,0,11,2-pt jump shot,0,1
783,0,26,3-pt jump shot,0,0
784,0,13,2-pt jump shot,0,0
785,0,12,2-pt jump shot,0,0
786,0,11,2-pt jump shot,0,0
787,0,2,2-pt layup,0,1
788,0,20,2-pt jump shot,0,0
789,0,7,2-pt jump shot,0,0
790,0,1,2-pt layup,1,1
791,0,19,2-pt jump shot,1,1
792,0,17,2-pt jump shot,0,0
793,0,11,2-pt jump shot,0,1
794,0,2,2-pt layup,1,1
795,0,4,2-pt layup,0,0
796,0,22,3-pt jump shot,0,0
797,0,1,2-pt dunk,1,1
798,0,14,2-pt jump shot,1,1
799,0,6,2-pt jump shot,0,1
800,0,26,3-pt jump shot,0,0
801,0,15,2-pt jump shot,0,0
802,1,17,2-pt jump shot,0,0
803,1,2,2-pt layup,0,0
804,1,1,2-pt layup,0,1
805,1,1,2-pt layup,1,1
806,1,18,2-pt jump shot,0,1
807,1,18,2-pt jump shot,0,0
808,1,12,2-pt jump shot,0,1
809,1,1,2-pt dunk,1,1
810,1,0,2-pt dunk,1,1
811,1,1,2-pt dunk,1,1
812,1,9,2-pt jump shot,0,1
813,1,2,2-pt dunk,1,1
814,1,1,2-pt dunk,0,1
815,1,16,2-pt jump shot,1,1
816,1,17,2-pt jump shot,0,1
817,1,18,2-pt jump shot,1,1
818,1,17,2-pt jump shot,0,0
819,1,15,2-pt jump shot,0,1
820,1,13,2-pt jump shot,1,1
821,1,19,2-pt jump shot,0,1
822,1,3,2-pt layup,0,1
823,1,5,2-pt hook shot,0,1
824,1,8,2-pt jump shot,0,1
825,1,4,2-pt layup,0,1
826,1,2,2-pt layup,1,1
827,1,19,2-pt jump shot,0,0
828,1,1,2-pt layup,1,1
829,1,1,2-pt layup,0,1
830,1,14,2-pt jump shot,0,1
831,1,2,2-pt layup,0,0
832,1,22,3-pt jump shot,1,1
833,1,21,2-pt jump shot,0,0
834,1,1,2-pt layup,0,1
835,1,24,3-pt jump shot,0,0
836,1,5,2-pt jump shot,0,1
837,1,25,3-pt jump shot,0,0
838,1,13,2-pt jump shot,0,0
839,1,2,2-pt layup,0,1
840,1,12,2-pt jump shot,0,1
841,1,3,2-pt layup,0,0
842,1,3,2-pt layup,0,0
843,1,3,2-pt layup,0,1
844,1,10,2-pt jump shot,1,1
845,1,1,2-pt dunk,0,1
846,1,15,2-pt jump shot,0,1
847,1,20,2-pt jump shot,0,0
848,1,18,2-pt jump shot,0,0
849,1,15,2-pt jump shot,0,1
850,1,3,2-pt jump shot,0,1
851,1,14,2-pt jump shot,0,0
852,1,3,2-pt layup,0,1
853,1,27,3-pt jump shot,0,1
854,1,10,2-pt jump shot,0,0
855,1,2,2-pt layup,0,0
856,1,5,2-pt jump shot,0,1
857,1,2,2-pt layup,0,0
858,1,14,2-pt jump shot,0,0
859,1,18,2-pt jump shot,0,1
860,1,21,2-pt jump shot,0,0
861,1,21,2-pt jump shot,0,0
862,1,12,2-pt jump shot,0,1
863,0,12,2-pt jump shot,0,0
864,0,12,2-pt jump shot,0,0
865,0,2,2-pt layup,1,1
866,0,2,2-pt layup,0,0
867,0,6,2-pt layup,0,0
868,0,14,2-pt jump shot,1,1
869,0,17,2-pt jump shot,1,1
870,0,25,3-pt jump shot,1,1
871,0,20,2-pt jump shot,0,1
872,0,26,3-pt jump shot,0,0
873,0,11,2-pt jump shot,0,1
874,0,2,2-pt layup,0,1
875,0,5,2-pt layup,0,0
876,0,22,3-pt jump shot,0,0
877,0,26,3-pt jump shot,0,0
878,0,5,2-pt layup,0,0
879,0,3,2-pt layup,0,0
880,0,10,2-pt jump shot,0,0
881,0,13,2-pt jump shot,0,0
882,1,27,3-pt jump shot,0,0
883,1,2,2-pt layup,0,1
884,1,5,2-pt jump shot,1,1
885,1,4,2-pt jump shot,0,0
886,1,25,3-pt jump shot,0,0
887,1,3,2-pt layup,0,0
888,1,4,2-pt jump shot,0,1
889,1,4,2-pt layup,0,1
890,1,15,2-pt jump shot,0,0
891,1,8,2-pt jump shot,0,0
892,1,4,2-pt jump shot,0,1
893,1,18,2-pt jump shot,0,1
894,1,19,2-pt jump shot,0,1
895,1,2,2-pt layup,0,1
896,1,14,2-pt jump shot,0,1
897,1,2,2-pt layup,0,0
898,1,3,2-pt layup,0,0
899,1,2,2-pt layup,1,1
900,1,11,2-pt jump shot,1,1
901,1,16,2-pt jump shot,0,0
902,1,12,2-pt jump shot,0,0
903,1,16,2-pt jump shot,0,0
904,1,24,3-pt jump shot,1,1
905,1,26,3-pt jump shot,0,0
906,1,2,2-pt dunk,1,1
907,1,3,2-pt jump shot,1,1
908,1,3,2-pt layup,0,1
909,0,9,2-pt jump shot,0,0
910,0,17,2-pt jump shot,0,0
911,0,9,2-pt jump shot,0,1
912,0,23,3-pt jump shot,1,1
913,0,2,2-pt layup,0,1
914,0,2,2-pt dunk,0,1
915,0,19,2-pt jump shot,0,1
916,0,3,2-pt layup,0,0
917,0,2,2-pt layup,0,0
918,0,2,2-pt dunk,1,1
919,0,19,2-pt jump shot,0,0
920,1,2,2-pt dunk,0,1
921,1,14,2-pt jump shot,0,0
922,1,2,2-pt layup,0,0
923,1,8,2-pt jump shot,0,0
924,1,2,2-pt layup,0,0
925,1,1,2-pt layup,0,1
926,1,3,2-pt layup,0,1
927,1,2,2-pt layup,0,0
928,1,13,2-pt jump shot,0,1
929,1,12,2-pt jump shot,0,0
930,0,13,2-pt jump shot,0,0
931,0,1,2-pt layup,0,1
932,0,1,2-pt dunk,1,1
933,0,1,2-pt layup,0,1
934,0,14,2-pt jump shot,1,1
935,0,2,2-pt layup,0,1
936,0,12,2-pt jump shot,0,0
937,0,14,2-pt jump shot,0,0
938,0,3,2-pt layup,1,1
939,0,8,2-pt jump shot,0,0
940,0,9,2-pt jump shot,0,0
941,0,1,2-pt layup,0,0
942,0,8,2-pt jump shot,0,1
943,0,1,2-pt dunk,1,1
944,0,1,2-pt layup,0,1
945,0,2,2-pt jump shot,1,1
946,0,1,2-pt layup,1,1
947,0,20,2-pt jump shot,0,0
948,0,10,2-pt jump shot,0,0
949,0,17,2-pt jump shot,0,0
950,0,2,2-pt layup,0,1
951,0,2,2-pt layup,0,0
952,0,6,2-pt jump shot,0,0
953,0,3,2-pt layup,0,0
954,0,1,2-pt layup,0,1
955,0,3,2-pt layup,0,1
956,0,2,2-pt layup,0,0
957,0,1,2-pt layup,0,1
958,0,1,2-pt layup,1,1
959,0,22,2-pt jump shot,0,0
960,0,13,2-pt jump shot,0,0
961,0,1,2-pt dunk,1,1
962,0,6,2-pt layup,0,0
963,0,15,2-pt jump shot,0,0
964,0,11,2-pt jump shot,0,0
965,0,4,2-pt layup,0,0
966,0,10,2-pt jump shot,0,0
967,1,27,3-pt jump shot,0,0
968,1,2,2-pt layup,0,1
969,1,19,2-pt jump shot,0,0
970,1,1,2-pt layup,0,0
971,1,2,2-pt layup,0,0
972,1,2,2-pt jump shot,0,1
973,1,2,2-pt layup,0,0
974,1,2,2-pt dunk,1,1
975,1,18,2-pt jump shot,0,0
976,1,2,2-pt layup,0,0
977,1,3,2-pt layup,0,1
978,1,2,2-pt layup,0,1
979,1,25,3-pt jump shot,0,0
980,1,19,2-pt jump shot,0,1
981,1,6,2-pt hook shot,0,0
982,1,1,2-pt layup,0,1
983,1,4,2-pt jump shot,0,0
984,1,2,2-pt layup,0,0
985,1,3,2-pt hook shot,0,0
986,1,6,2-pt jump shot,0,0
987,1,12,2-pt jump shot,0,0
988,1,2,2-pt layup,1,1
989,1,25,3-pt jump shot,0,0
990,1,8,2-pt jump shot,1,1
991,1,17,2-pt jump shot,0,0
992,1,1,2-pt dunk,1,1
993,1,1,2-pt layup,0,1
994,1,25,3-pt jump shot,0,0
995,1,2,2-pt layup,0,0
996,1,17,2-pt jump shot,0,1
997,1,6,2-pt jump shot,1,1
998,1,14,2-pt jump shot,0,1
999,1,15,2-pt jump shot,0,0
1000,1,18,2-pt jump shot,0,0
1001,1,16,2-pt jump shot,0,0
1002,1,23,2-pt jump shot,0,0
1003,1,8,2-pt jump shot,0,0
1004,1,8,2-pt jump shot,0,0
1005,1,5,2-pt layup,0,0
1006,1,18,2-pt jump shot,0,1
1007,1,6,2-pt jump shot,0,1
1008,1,16,2-pt jump shot,0,1
1009,1,1,2-pt layup,0,0
1010,1,1,2-pt layup,1,1
1011,1,2,2-pt layup,0,0
1012,1,2,2-pt layup,1,1
1013,1,26,3-pt jump shot,0,0
1014,1,6,2-pt jump shot,0,1
1015,1,24,3-pt jump shot,0,0
1016,1,14,2-pt jump shot,0,1
1017,1,2,2-pt layup,0,1
1018,1,19,2-pt jump shot,0,1
1019,1,25,3-pt jump shot,1,1
1020,1,3,2-pt layup,0,1
1021,1,14,2-pt jump shot,0,0
1022,1,0,2-pt dunk,0,1
1023,1,2,2-pt layup,0,0
1024,1,2,2-pt layup,0,0
1025,1,13,2-pt jump shot,1,1
1026,1,17,2-pt jump shot,0,0
1027,1,11,2-pt jump shot,0,0
1028,1,25,3-pt jump shot,1,1
1029,1,5,2-pt layup,0,0
1030,1,27,3-pt jump shot,0,0
1031,1,2,2-pt layup,0,1
1032,0,1,2-pt layup,0,0
1033,0,2,2-pt layup,0,0
1034,0,1,2-pt dunk,0,1
1035,0,1,2-pt layup,0,0
1036,0,2,2-pt dunk,1,1
1037,0,10,2-pt jump shot,0,1
1038,0,6,2-pt jump shot,0,1
1039,0,23,3-pt jump shot,0,0
1040,0,21,2-pt jump shot,0,0
1041,0,14,2-pt layup,0,1
1042,0,4,2-pt jump shot,0,1
1043,0,25,3-pt jump shot,1,1
1044,0,15,2-pt jump shot,0,0
1045,0,25,3-pt jump shot,0,0
1046,0,17,2-pt jump shot,0,0
1047,0,13,2-pt jump shot,0,1
1048,0,17,2-pt jump shot,0,0
1049,0,25,3-pt jump shot,0,0
1050,0,9,2-pt jump shot,0,0
1051,0,10,2-pt layup,0,1
1052,0,5,2-pt layup,0,0
1053,0,22,3-pt jump shot,1,1
1054,0,25,3-pt jump shot,0,0
1055,0,3,2-pt layup,1,1
1056,0,27,3-pt jump shot,0,0
1057,0,16,2-pt jump shot,0,0
1058,0,17,2-pt jump shot,0,1
1059,0,2,2-pt layup,0,0
1060,1,2,2-pt hook shot,1,1
1061,1,14,2-pt jump shot,0,0
1062,1,26,3-pt jump shot,0,0
1063,1,20,2-pt jump shot,0,0
1064,1,3,2-pt layup,1,1
1065,1,10,2-pt jump shot,1,1
1066,1,25,3-pt jump shot,0,0
1067,1,2,2-pt layup,0,1
1068,1,18,2-pt jump shot,0,1
1069,1,3,2-pt layup,1,1
1070,1,2,2-pt layup,0,0
1071,1,15,2-pt jump shot,0,0
1072,1,3,2-pt layup,1,1
1073,1,3,2-pt layup,0,0
1074,1,26,3-pt jump shot,1,1
1075,1,25,3-pt jump shot,0,0
1076,1,14,2-pt jump shot,0,0
1077,1,2,2-pt layup,0,0
1078,1,2,2-pt dunk,1,1
1079,1,3,2-pt hook shot,0,0
1080,1,2,2-pt layup,1,1
1081,1,17,2-pt jump shot,0,0
1082,1,11,2-pt jump shot,1,1
1083,1,11,2-pt jump shot,0,1
1084,1,12,2-pt jump shot,0,1
1085,1,8,2-pt jump shot,0,0
1086,1,9,2-pt jump shot,0,0
1087,1,12,2-pt jump shot,1,1
1088,1,13,2-pt jump shot,0,1
1089,1,18,2-pt jump shot,0,0
1090,1,2,2-pt dunk,1,1
1091,1,5,2-pt jump shot,0,0
1092,1,7,2-pt jump shot,0,1
1093,1,1,2-pt layup,0,1
1094,1,24,3-pt jump shot,1,1
1095,1,11,2-pt jump shot,0,0
1096,1,2,2-pt layup,0,0
1097,1,0,2-pt layup,0,1
1098,1,1,2-pt layup,0,0
1099,1,26,3-pt jump shot,0,0
1100,1,18,2-pt jump shot,0,1
1101,1,1,2-pt layup,0,0
1102,1,2,2-pt layup,0,1
1103,1,14,2-pt jump shot,0,1
1104,1,3,2-pt jump shot,0,0
1105,1,13,2-pt jump shot,0,0
1106,1,1,2-pt layup,0,1
1107,1,1,2-pt dunk,1,1
1108,1,1,2-pt layup,0,0
1109,1,1,2-pt layup,0,0
1110,1,13,2-pt jump shot,0,1
1111,1,18,2-pt jump shot,0,1
1112,1,13,2-pt jump shot,0,0
1113,1,16,2-pt jump shot,0,0
1114,1,9,2-pt jump shot,0,0
1115,1,1,2-pt dunk,1,1
1116,1,0,2-pt dunk,1,1
1117,1,3,2-pt layup,0,0
1118,1,16,2-pt jump shot,0,0
1119,1,11,2-pt jump shot,0,0
1120,1,3,2-pt layup,0,1
1121,1,3,2-pt layup,0,0
1122,1,2,2-pt layup,0,0
1123,1,9,2-pt jump shot,0,1
1124,1,26,3-pt jump shot,0,0
1125,1,15,2-pt jump shot,1,1
1126,1,28,3-pt jump shot,0,0
1127,1,17,2-pt jump shot,0,0
1128,1,2,2-pt layup,0,1
1129,1,22,2-pt jump shot,0,0
1130,0,16,2-pt jump shot,0,0
1131,0,2,2-pt layup,0,1
1132,0,16,2-pt jump shot,0,1
1133,0,8,2-pt jump shot,0,1
1134,0,12,2-pt jump shot,0,1
1135,0,13,2-pt jump shot,0,0
1136,0,22,3-pt jump shot,0,0
1137,0,3,2-pt layup,0,0
1138,0,1,2-pt dunk,1,1
1139,0,2,2-pt layup,1,1
1140,1,1,2-pt layup,1,1
1141,1,1,2-pt layup,0,0
1142,1,2,2-pt layup,0,0
1143,1,22,3-pt jump shot,0,0
1144,1,2,2-pt layup,0,1
1145,1,3,2-pt layup,0,0
1146,1,4,2-pt jump shot,0,1
1147,1,12,2-pt jump shot,0,0
1148,1,27,3-pt jump shot,0,0
1149,1,12,2-pt jump shot,0,0
1150,1,2,2-pt layup,0,1
1151,1,13,2-pt jump shot,0,1
1152,1,6,2-pt jump shot,1,1
1153,1,17,2-pt jump shot,1,1
1154,1,13,2-pt jump shot,0,0
1155,1,1,2-pt dunk,0,1
1156,1,2,2-pt layup,0,1
1157,1,26,3-pt jump shot,1,1
1158,1,10,2-pt jump shot,0,0
1159,1,1,2-pt dunk,0,1
1160,1,9,2-pt jump shot,0,1
1161,1,24,3-pt jump shot,0,0
1162,1,16,2-pt jump shot,0,1
1163,1,1,2-pt layup,0,0
1164,1,2,2-pt layup,1,1
1165,1,25,3-pt jump shot,0,1
1166,1,15,2-pt jump shot,0,0
1167,1,14,2-pt jump shot,0,0
1168,0,2,2-pt layup,0,1
1169,0,5,2-pt jump shot,0,0
1170,0,17,2-pt jump shot,0,0
1171,0,1,2-pt layup,0,1
1172,0,25,3-pt jump shot,1,1
1173,0,13,2-pt jump shot,0,0
1174,0,17,2-pt jump shot,0,1
1175,0,15,2-pt jump shot,0,0
1176,0,0,2-pt layup,1,1
1177,0,14,2-pt jump shot,0,0
1178,0,2,2-pt layup,0,1
1179,0,1,2-pt layup,0,0
1180,0,17,2-pt jump shot,0,0
1181,0,3,2-pt layup,0,0
1182,0,23,3-pt jump shot,0,0
1183,0,2,2-pt layup,0,0
1184,0,18,2-pt jump shot,0,0
1185,0,1,2-pt layup,0,1
1186,0,2,2-pt layup,0,0
1187,0,15,2-pt jump shot,0,0
1188,0,2,2-pt layup,0,1
1189,0,11,2-pt jump shot,0,1
1190,0,20,2-pt jump shot,0,1
1191,0,27,3-pt jump shot,0,0
1192,0,2,2-pt dunk,0,1
1193,0,12,2-pt jump shot,0,1
1194,0,7,2-pt jump shot,0,0
1195,0,10,2-pt jump shot,0,0
1196,0,14,2-pt jump shot,0,1
1197,0,10,2-pt jump shot,0,1
1198,0,17,2-pt jump shot,0,1
1199,0,3,2-pt layup,0,1
1200,0,7,2-pt jump shot,0,0
1201,0,16,2-pt jump shot,0,0
1202,0,4,2-pt jump shot,0,1
1203,0,25,3-pt jump shot,0,0
1204,1,13,2-pt jump shot,0,1
1205,1,18,2-pt jump shot,0,0
1206,1,26,3-pt jump shot,1,1
1207,1,17,2-pt jump shot,0,0
1208,1,13,2-pt jump shot,0,0
1209,1,16,2-pt jump shot,0,0
1210,1,1,2-pt layup,0,1
1211,1,20,2-pt jump shot,0,1
1212,1,13,2-pt jump shot,0,1
1213,1,13,2-pt jump shot,0,0
1214,1,19,2-pt jump shot,0,0
1215,1,10,2-pt jump shot,0,1
1216,1,27,3-pt jump shot,0,0
1217,1,3,2-pt layup,0,0
1218,1,27,3-pt jump shot,0,0
1219,1,12,2-pt jump shot,0,0
1220,1,4,2-pt jump shot,0,1
1221,1,17,2-pt jump shot,1,1
1222,1,3,2-pt layup,0,0
1223,1,3,2-pt layup,0,0
1224,1,20,2-pt jump shot,1,1
1225,1,16,2-pt jump shot,0,0
1226,1,3,2-pt layup,0,0
1227,0,2,2-pt layup,0,1
1228,0,3,2-pt layup,0,1
1229,0,19,2-pt jump shot,0,0
1230,0,2,2-pt layup,0,0
1231,0,25,3-pt jump shot,0,0
1232,0,18,2-pt jump shot,1,1
1233,0,19,2-pt jump shot,0,0
1234,0,12,2-pt jump shot,0,0
1235,0,12,2-pt jump shot,0,0
1236,0,23,3-pt jump shot,0,0
1237,0,6,2-pt layup,0,0
1238,0,2,2-pt layup,0,0
1239,0,3,2-pt layup,0,0
1240,0,8,2-pt layup,0,0
1241,0,9,2-pt jump shot,0,0
1242,0,5,2-pt jump shot,0,1
1243,0,2,2-pt layup,0,1
1244,1,15,2-pt jump shot,0,0
1245,1,1,2-pt dunk,1,1
1246,1,14,2-pt jump shot,1,1
1247,1,2,2-pt layup,0,0
1248,1,2,2-pt jump shot,0,0
1249,1,23,3-pt jump shot,0,0
1250,1,3,2-pt layup,0,0
1251,1,1,2-pt dunk,1,1
1252,1,13,2-pt jump shot,0,0
1253,1,26,3-pt jump shot,1,1
1254,1,11,2-pt jump shot,0,1
1255,1,4,2-pt layup,0,1
1256,1,14,2-pt jump shot,0,1
1257,1,26,3-pt jump shot,1,1
1258,1,16,2-pt jump shot,0,1
1259,1,2,2-pt layup,0,0
1260,1,2,2-pt layup,1,1
1261,1,24,3-pt jump shot,0,0
1262,1,13,2-pt jump shot,1,1
1263,1,2,2-pt layup,0,1
1264,1,4,2-pt layup,0,0
1265,1,4,2-pt dunk,1,1
1266,1,16,2-pt jump shot,1,1
1267,1,1,2-pt layup,1,1
1268,1,2,2-pt layup,0,0
1269,0,4,2-pt jump shot,0,0
1270,0,15,2-pt jump shot,0,0
1271,0,1,2-pt layup,1,1
1272,0,1,2-pt layup,0,0
1273,0,2,2-pt layup,0,0
1274,0,18,2-pt jump shot,0,0
1275,0,13,2-pt jump shot,0,0
1276,0,0,2-pt dunk,0,1
1277,1,12,2-pt jump shot,1,1
1278,1,4,2-pt layup,0,0
1279,1,24,3-pt jump shot,1,1
1280,1,2,2-pt layup,0,0
1281,1,5,2-pt jump shot,0,0
1282,1,13,2-pt jump shot,0,0
1283,1,2,2-pt layup,0,1
1284,1,4,2-pt layup,0,0
1285,1,19,2-pt jump shot,0,0
1286,1,15,2-pt jump shot,0,0
1287,1,6,2-pt jump shot,0,1
1288,1,12,2-pt jump shot,0,0
1289,1,4,2-pt layup,0,0
1290,1,18,2-pt jump shot,0,1
1291,1,14,2-pt jump shot,0,1
1292,1,12,2-pt jump shot,0,0
1293,0,2,2-pt layup,0,0
1294,0,1,2-pt layup,0,1
1295,0,14,2-pt jump shot,1,1
1296,0,23,3-pt jump shot,1,1
1297,0,2,2-pt dunk,1,1
1298,0,0,2-pt layup,1,1
1299,0,23,3-pt jump shot,1,1
1300,0,1,2-pt layup,0,0
1301,0,1,2-pt layup,0,0
1302,0,0,2-pt layup,0,1
1303,0,14,2-pt jump shot,0,0
1304,0,1,2-pt layup,0,1
1305,0,12,2-pt jump shot,0,0
1306,0,24,3-pt jump shot,0,0
1307,0,24,3-pt jump shot,0,0
1308,0,2,2-pt layup,0,0
1309,0,1,2-pt layup,0,0
1310,0,23,3-pt jump shot,1,1
1311,1,17,2-pt jump shot,0,0
1312,1,8,2-pt jump shot,0,1
1313,1,15,2-pt jump shot,1,1
1314,1,25,3-pt jump shot,0,0
1315,1,2,2-pt layup,1,1
1316,1,2,2-pt layup,1,1
1317,1,0,2-pt layup,0,1
1318,1,19,2-pt jump shot,0,0
1319,0,1,2-pt layup,1,1
1320,0,24,3-pt jump shot,0,0
1321,0,23,3-pt jump shot,0,0
1322,0,16,2-pt jump shot,0,0
1323,0,1,2-pt layup,0,1
1324,0,23,3-pt jump shot,0,0
1325,0,15,2-pt jump shot,0,0
1326,0,0,2-pt layup,0,0
1327,0,2,2-pt layup,0,1
1328,0,20,2-pt jump shot,0,1
1329,0,20,2-pt jump shot,0,1
1330,0,15,2-pt jump shot,0,0
1331,0,10,2-pt jump shot,1,1
1332,0,1,2-pt layup,1,1
1333,0,23,3-pt jump shot,0,0
1334,1,1,2-pt layup,0,1
1335,1,2,2-pt layup,1,1
1336,1,4,2-pt hook shot,0,0
1337,1,2,2-pt layup,0,0
1338,1,25,3-pt jump shot,1,1
1339,1,19,2-pt jump shot,0,1
1340,1,25,3-pt jump shot,1,1
1341,1,0,2-pt dunk,1,1
1342,1,19,2-pt jump shot,1,1
1343,1,14,2-pt jump shot,0,0
1344,1,24,3-pt jump shot,1,1
1345,1,22,2-pt jump shot,1,1
1346,1,25,3-pt jump shot,0,0
1347,1,22,2-pt jump shot,0,0
1348,1,25,3-pt jump shot,0,0
1349,1,17,2-pt jump shot,0,0
1350,1,18,2-pt jump shot,0,0
1351,0,1,2-pt layup,1,1
1352,0,18,2-pt jump shot,0,0
1353,0,1,2-pt layup,0,0
1354,0,0,2-pt layup,1,1
1355,0,18,2-pt jump shot,0,1
1356,0,8,2-pt jump shot,0,0
1357,0,17,2-pt jump shot,1,1
1358,0,1,2-pt layup,0,0
1359,0,18,2-pt jump shot,0,1
1360,0,23,3-pt jump shot,1,1
1361,0,24,3-pt jump shot,0,0
1362,0,21,2-pt jump shot,0,1
1363,0,6,2-pt jump shot,0,1
1364,0,25,3-pt jump shot,0,0
1365,0,5,2-pt layup,0,0
1366,0,0,2-pt layup,0,1
1367,0,10,2-pt jump shot,0,0
1368,0,1,2-pt layup,0,1
1369,0,8,2-pt layup,0,0
1370,0,25,3-pt jump shot,0,0
1371,0,17,2-pt jump shot,0,1
1372,0,3,2-pt layup,0,0
1373,0,20,2-pt jump shot,0,0
1374,0,16,2-pt jump shot,0,1
1375,0,2,2-pt layup,0,1
1376,0,1,2-pt layup,0,1
1377,0,1,2-pt layup,0,1
1378,0,0,2-pt dunk,1,1
1379,0,2,2-pt layup,0,1
1380,0,2,2-pt layup,0,0
1381,0,2,2-pt layup,1,1
1382,0,3,2-pt layup,0,0
1383,0,20,2-pt jump shot,0,1
1384,0,3,2-pt layup,0,0
1385,0,24,3-pt jump shot,1,1
1386,0,17,2-pt jump shot,0,1
1387,0,3,2-pt layup,0,0
1388,0,24,3-pt jump shot,0,0
1389,0,24,3-pt jump shot,0,0
1390,0,6,2-pt jump shot,0,0
1391,1,1,2-pt layup,0,0
1392,1,10,2-pt jump shot,1,1
1393,1,14,2-pt jump shot,0,1
1394,1,11,2-pt jump shot,0,0
1395,1,2,2-pt layup,0,0
1396,1,1,2-pt layup,0,1
1397,1,2,2-pt dunk,1,1
1398,1,22,2-pt jump shot,0,1
1399,1,27,3-pt jump shot,1,1
1400,0,16,2-pt jump shot,0,1
1401,0,5,2-pt jump shot,0,1
1402,0,1,2-pt layup,0,0
1403,0,15,2-pt jump shot,0,0
1404,0,5,2-pt jump shot,0,0
1405,0,14,2-pt jump shot,0,0
1406,0,17,2-pt jump shot,0,0
1407,0,2,2-pt layup,0,1
1408,0,2,2-pt layup,0,1
1409,0,25,3-pt jump shot,0,0
1410,0,5,2-pt layup,0,0
1411,0,24,3-pt jump shot,0,0
1412,0,7,2-pt jump shot,0,1
1413,0,1,2-pt dunk,0,1
1414,0,24,3-pt jump shot,0,0
1415,0,8,2-pt jump shot,0,0
1416,0,8,2-pt jump shot,0,0
1417,0,1,2-pt layup,0,1
1418,0,15,2-pt jump shot,0,0
1419,0,11,2-pt jump shot,0,0
1420,0,1,2-pt layup,0,0
1421,0,2,2-pt layup,0,1
1422,0,1,2-pt dunk,0,1
1423,0,1,2-pt layup,1,1
1424,0,1,2-pt layup,1,1
1425,0,1,2-pt layup,0,1
1426,0,8,2-pt jump shot,0,0
1427,0,1,2-pt dunk,0,1
1428,0,15,2-pt jump shot,0,0
1429,0,17,2-pt jump shot,0,1
1430,0,20,2-pt jump shot,0,1
1431,0,20,2-pt jump shot,0,1
1432,0,24,3-pt jump shot,1,1
1433,0,3,2-pt jump shot,0,0
1434,0,24,3-pt jump shot,1,1
1435,0,0,2-pt layup,0,1
1436,0,0,2-pt layup,1,1
1437,0,7,2-pt jump shot,0,0
1438,0,11,2-pt jump shot,0,0
1439,0,21,2-pt jump shot,0,1
1440,0,23,3-pt jump shot,1,1
1441,0,2,2-pt jump shot,0,0
1442,0,23,3-pt jump shot,0,0
1443,0,25,3-pt jump shot,1,1
1444,0,16,2-pt jump shot,0,0
1445,0,1,2-pt layup,0,1
1446,0,2,2-pt layup,0,0
1447,1,1,2-pt layup,0,1
1448,1,21,2-pt jump shot,0,0
1449,1,0,2-pt layup,1,1
1450,1,22,3-pt jump shot,1,1
1451,1,1,2-pt layup,0,1
1452,1,24,3-pt jump shot,1,1
1453,1,25,3-pt jump shot,1,1
1454,1,9,2-pt jump shot,0,0
1455,1,24,3-pt jump shot,0,0
1456,1,14,2-pt jump shot,0,0
1457,1,0,2-pt layup,1,1
1458,1,22,3-pt jump shot,1,1
1459,1,22,2-pt jump shot,0,0
1460,1,1,2-pt layup,0,1
1461,1,25,3-pt jump shot,1,1
1462,1,20,2-pt jump shot,0,0
1463,1,8,2-pt jump shot,0,1
1464,1,1,2-pt layup,1,1
1465,1,1,2-pt layup,0,1
1466,1,17,2-pt jump shot,1,1
1467,1,1,2-pt layup,0,1
1468,1,0,2-pt dunk,0,1
1469,1,16,2-pt jump shot,0,0
1470,0,0,2-pt dunk,0,1
1471,0,6,2-pt jump shot,0,0
1472,0,1,2-pt layup,1,1
1473,0,7,2-pt jump shot,0,0
1474,0,2,2-pt layup,1,1
1475,0,0,2-pt dunk,0,1
1476,0,25,3-pt jump shot,0,0
1477,0,11,2-pt jump shot,0,1
1478,0,22,3-pt jump shot,1,1
1479,0,0,2-pt layup,0,1
1480,0,24,3-pt jump shot,0,0
1481,0,1,2-pt dunk,1,1
1482,0,17,2-pt jump shot,0,0
1483,0,0,2-pt dunk,1,1
1484,0,18,2-pt jump shot,0,0
1485,0,0,2-pt layup,0,1
1486,0,2,2-pt layup,1,1
1487,0,14,2-pt jump shot,0,0
1488,0,22,3-pt jump shot,0,0
1489,0,4,2-pt layup,0,1
1490,0,7,2-pt jump shot,0,0
1491,0,1,2-pt layup,0,0
1492,0,1,2-pt layup,0,0
1493,0,18,2-pt jump shot,0,0
1494,0,3,2-pt layup,0,0
